RowId	dateSold	productSold	unitsSold	salesChannel	Region	custId	custName	productId	productName	stdCost	stdPrice	Country
237	2012-05-28 00:00:00.000	SUPA105	178	Direct	Europe	23498	Madeson Baker	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Armenia
238	2012-05-19 00:00:00.000	PURA100	116	Retail	Sub-Saharan Africa	23499	Eve Perry	PURA100	Pure Soft Detergent - 100ml	1.5	3	Mozambique
239	2012-05-12 00:00:00.000	SUPA105	8	Online	Unknown	23500	Kimberley Daniel	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Unknown
240	2012-05-16 00:00:00.000	PURA100	204	Direct	Central America and the Caribbean	23501	Louis Hubbard	PURA100	Pure Soft Detergent - 100ml	1.5	3	Saint Lucia
241	2012-05-12 00:00:00.000	PURA100	123	Online	Unknown	23502	Doris Castillo	PURA100	Pure Soft Detergent - 100ml	1.5	3	Unknown
242	2012-04-10 00:00:00.000	PURA100	111	Online	Unknown	23503	Ina Faulkner	PURA100	Pure Soft Detergent - 100ml	1.5	3	Unknown
243	2012-05-17 00:00:00.000	PURA500	88	Direct	Unknown	23504	Lysandra Erickson	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Unknown
244	2012-04-30 00:00:00.000	SUPA104	189	Online	Unknown	23505	Tarik Barber	SUPA104	Super Soft - 1 Litre	5	9.99	Unknown
245	2012-04-12 00:00:00.000	SUPA102	83	Retail	Sub-Saharan Africa	23506	Kieran Mckinney	SUPA102	Super Soft - 250ml	2.5	4.5	Cape Verde
246	2012-05-28 00:00:00.000	SUPA103	211	Online	Europe	23507	Martena Hunt	SUPA103	Super Soft - 500ml	3.5	6.99	Ireland
247	2012-04-17 00:00:00.000	PURA100	34	Online	Middle East and North Africa	23508	Vera Turner	PURA100	Pure Soft Detergent - 100ml	1.5	3	Morocco
248	2012-04-17 00:00:00.000	SUPA105	195	Online	Asia	23509	Briar Clayton	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Nepal
251	2012-05-01 00:00:00.000	PURA100	154	Online	Middle East and North Africa	23512	Slade Russell	PURA100	Pure Soft Detergent - 100ml	1.5	3	Turkey
252	2012-05-16 00:00:00.000	PURA500	78	Direct	Sub-Saharan Africa	23513	Baker Johnson	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Chad
254	2012-04-21 00:00:00.000	SUPA102	191	Retail	Central America and the Caribbean	23515	Patience Grant	SUPA102	Super Soft - 250ml	2.5	4.5	Belize
255	2012-05-29 00:00:00.000	SUPA105	4	Online	Middle East and North Africa	23516	Denton Mcintosh	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Turkey
256	2012-05-17 00:00:00.000	PURA100	144	Online	Unknown	23517	Florence Hutchinson	PURA100	Pure Soft Detergent - 100ml	1.5	3	Unknown
257	2012-05-02 00:00:00.000	SUPA103	2	Retail	Europe	23518	Ginger Boyd	SUPA103	Super Soft - 500ml	3.5	6.99	Estonia
259	2012-04-29 00:00:00.000	PURA200	133	Online	Unknown	23520	Alea Long	PURA200	Pure Soft Detergent - 200ml	2	3.99	Unknown
261	2012-05-13 00:00:00.000	SUPA102	105	Online	Europe	23522	Nissim Bruce	SUPA102	Super Soft - 250ml	2.5	4.5	Ireland
263	2012-05-22 00:00:00.000	PURA250	115	Online	Australia and Oceania	23524	Haley Tucker	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Vanuatu
264	2012-05-07 00:00:00.000	PURA500	167	Online	Unknown	23525	Sara Beck	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Unknown
265	2012-05-27 00:00:00.000	SUPA103	44	Retail	Unknown	23526	Jason Hoffman	SUPA103	Super Soft - 500ml	3.5	6.99	Unknown
266	2012-05-12 00:00:00.000	SUPA104	124	Retail	Central America and the Caribbean	23527	Brielle Gonzalez	SUPA104	Super Soft - 1 Litre	5	9.99	El Salvador
267	2012-04-20 00:00:00.000	PURA200	41	Direct	Middle East and North Africa	23528	Serena Buckner	PURA200	Pure Soft Detergent - 200ml	2	3.99	Algeria
268	2012-05-24 00:00:00.000	SUPA104	160	Direct	Europe	23529	Autumn Hobbs	SUPA104	Super Soft - 1 Litre	5	9.99	Malta
269	2012-05-30 00:00:00.000	PURA500	160	Retail	Unknown	23530	Maia Warner	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Unknown
270	2012-04-08 00:00:00.000	PURA100	7	Direct	Sub-Saharan Africa	23531	Danielle Hardy	PURA100	Pure Soft Detergent - 100ml	1.5	3	Chad
271	2012-04-14 00:00:00.000	SUPA105	151	Online	Unknown	23532	Lysandra Hunter	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Unknown
272	2012-04-20 00:00:00.000	SUPA103	155	Online	Unknown	23533	Serina Moody	SUPA103	Super Soft - 500ml	3.5	6.99	Unknown
274	2012-05-20 00:00:00.000	SUPA104	159	Retail	Unknown	23535	Mia Ferguson	SUPA104	Super Soft - 1 Litre	5	9.99	Unknown
275	2012-04-21 00:00:00.000	SUPA102	86	Retail	Europe	23536	Francesca Bolton	SUPA102	Super Soft - 250ml	2.5	4.5	Belarus
278	2012-04-29 00:00:00.000	PURA250	172	Online	Unknown	23539	Gemma Rodriguez	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Unknown
280	2012-05-10 00:00:00.000	PURA200	127	Retail	Middle East and North Africa	23541	Mason Garner	PURA200	Pure Soft Detergent - 200ml	2	3.99	Somalia
281	2012-04-24 00:00:00.000	SUPA102	123	Direct	Sub-Saharan Africa	23542	Kendall Harmon	SUPA102	Super Soft - 250ml	2.5	4.5	South Africa
282	2012-05-06 00:00:00.000	SUPA101	137	Retail	Middle East and North Africa	23543	Celeste Ochoa	SUPA101	Super Soft - Product Sample	0.3	0	Tunisia 
285	2012-05-02 00:00:00.000	PURA500	109	Retail	Sub-Saharan Africa	23546	Zorita Petty	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Ethiopia
286	2012-05-29 00:00:00.000	PURA100	28	Retail	Asia	23547	Lana Norris	PURA100	Pure Soft Detergent - 100ml	1.5	3	Myanmar
287	2012-04-01 00:00:00.000	PURA500	6	Retail	Europe	23548	Breanna Pacheco	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Sweden
289	2012-04-20 00:00:00.000	SUPA103	128	Online	Sub-Saharan Africa	23550	Alea Sawyer	SUPA103	Super Soft - 500ml	3.5	6.99	Mauritius 
290	2012-04-12 00:00:00.000	SUPA102	17	Retail	Sub-Saharan Africa	23551	Graiden Avery	SUPA102	Super Soft - 250ml	2.5	4.5	Liberia
291	2012-04-19 00:00:00.000	PURA250	162	Online	Central America and the Caribbean	23552	Bruno Miles	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Trinidad and Tobago
292	2012-04-16 00:00:00.000	PURA200	90	Online	Unknown	23553	Britanni Hebert	PURA200	Pure Soft Detergent - 200ml	2	3.99	Unknown
295	2012-05-28 00:00:00.000	PURA250	121	Online	Europe	23556	Guinevere Simpson	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Slovakia
296	2012-05-28 00:00:00.000	SUPA104	45	Online	Europe	23557	Amir Solomon	SUPA104	Super Soft - 1 Litre	5	9.99	Hungary
297	2012-05-15 00:00:00.000	SUPA104	164	Online	Europe	23558	Rogan Garner	SUPA104	Super Soft - 1 Litre	5	9.99	Austria
298	2012-04-09 00:00:00.000	SUPA103	76	Retail	Unknown	23559	Jesse Austin	SUPA103	Super Soft - 500ml	3.5	6.99	Unknown
299	2012-05-02 00:00:00.000	SUPA101	212	Retail	Central America and the Caribbean	23560	Doris Mccormick	SUPA101	Super Soft - Product Sample	0.3	0	Panama
300	2012-05-02 00:00:00.000	SUPA104	91	Online	Sub-Saharan Africa	23561	Cade Alvarado	SUPA104	Super Soft - 1 Litre	5	9.99	Angola
301	2012-04-26 00:00:00.000	PURA100	198	Online	Unknown	23562	Hollee Lowe	PURA100	Pure Soft Detergent - 100ml	1.5	3	Unknown
302	2012-04-24 00:00:00.000	PURA100	202	Online	Unknown	23563	Morgan Talley	PURA100	Pure Soft Detergent - 100ml	1.5	3	Unknown
303	2012-04-21 00:00:00.000	PURA100	136	Retail	Sub-Saharan Africa	23564	Harrison Barker	PURA100	Pure Soft Detergent - 100ml	1.5	3	Liberia
305	2012-05-21 00:00:00.000	PURA500	95	Retail	Central America and the Caribbean	23566	Lois Compton	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Guatemala
306	2012-04-11 00:00:00.000	SUPA103	150	Online	Unknown	23567	Karina Buckley	SUPA103	Super Soft - 500ml	3.5	6.99	Unknown
307	2012-04-21 00:00:00.000	SUPA104	146	Online	Australia and Oceania	23568	Harding Larson	SUPA104	Super Soft - 1 Litre	5	9.99	Tonga
308	2012-04-14 00:00:00.000	PURA200	9	Retail	Asia	23569	Donna Jacobson	PURA200	Pure Soft Detergent - 200ml	2	3.99	Singapore
309	2012-04-05 00:00:00.000	PURA100	68	Online	Sub-Saharan Africa	23570	Kiara Lucas	PURA100	Pure Soft Detergent - 100ml	1.5	3	Mauritius 
310	2012-05-14 00:00:00.000	SUPA104	71	Online	Unknown	23571	Lois Abbott	SUPA104	Super Soft - 1 Litre	5	9.99	Unknown
312	2012-05-09 00:00:00.000	SUPA102	67	Retail	Unknown	23573	Nora Carroll	SUPA102	Super Soft - 250ml	2.5	4.5	Unknown
313	2012-05-14 00:00:00.000	PURA200	33	Retail	Middle East and North Africa	23574	Griffin Gray	PURA200	Pure Soft Detergent - 200ml	2	3.99	United Arab Emirates
315	2012-05-21 00:00:00.000	PURA250	199	Online	Sub-Saharan Africa	23576	Nicole Heath	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Liberia
316	2012-04-06 00:00:00.000	SUPA101	62	Retail	Europe	23577	Harper Zimmerman	SUPA101	Super Soft - Product Sample	0.3	0	San Marino
317	2012-05-10 00:00:00.000	SUPA101	119	Retail	Unknown	23578	Sigourney Riddle	SUPA101	Super Soft - Product Sample	0.3	0	Unknown
318	2012-04-04 00:00:00.000	PURA200	50	Online	Sub-Saharan Africa	23579	Marcia Everett	PURA200	Pure Soft Detergent - 200ml	2	3.99	Mauritania
320	2012-05-12 00:00:00.000	PURA200	75	Online	Sub-Saharan Africa	23581	William Hale	PURA200	Pure Soft Detergent - 200ml	2	3.99	Ethiopia
321	2012-05-12 00:00:00.000	PURA100	146	Retail	Unknown	23582	Griffin Grimes	PURA100	Pure Soft Detergent - 100ml	1.5	3	Unknown
323	2012-04-24 00:00:00.000	SUPA102	11	Retail	Unknown	23584	Brittany Fletcher	SUPA102	Super Soft - 250ml	2.5	4.5	Unknown
326	2012-04-06 00:00:00.000	SUPA104	102	Retail	Sub-Saharan Africa	23587	Sandra Clay	SUPA104	Super Soft - 1 Litre	5	9.99	Cape Verde
327	2012-05-15 00:00:00.000	PURA250	59	Direct	Sub-Saharan Africa	23588	Lois Weber	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Senegal
329	2012-05-12 00:00:00.000	SUPA104	148	Online	Middle East and North Africa	23590	Charles Boyle	SUPA104	Super Soft - 1 Litre	5	9.99	Kuwait
331	2012-04-11 00:00:00.000	PURA250	4	Online	Europe	23592	Zane Hopkins	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Finland
332	2012-04-03 00:00:00.000	PURA500	202	Retail	Unknown	23593	Cassady Perkins	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Unknown
333	2012-04-10 00:00:00.000	SUPA104	60	Online	Central America and the Caribbean	23594	Drake Williamson	SUPA104	Super Soft - 1 Litre	5	9.99	Honduras
335	2012-04-28 00:00:00.000	PURA200	111	Online	Unknown	23596	Sopoline Pace	PURA200	Pure Soft Detergent - 200ml	2	3.99	Unknown
336	2012-04-13 00:00:00.000	PURA250	175	Retail	Unknown	23597	Aurora Dyer	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Unknown
337	2012-04-12 00:00:00.000	SUPA103	190	Online	Europe	23598	Brock Howell	SUPA103	Super Soft - 500ml	3.5	6.99	Macedonia
338	2012-05-01 00:00:00.000	PURA500	41	Retail	North America	23599	Kelsie Joseph	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Canada
339	2012-04-15 00:00:00.000	SUPA105	28	Direct	Sub-Saharan Africa	23600	Daria Mcneil	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Niger
340	2012-05-19 00:00:00.000	SUPA105	44	Direct	Australia and Oceania	23601	Keith Velez	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Nauru
341	2012-05-23 00:00:00.000	PURA500	107	Retail	Middle East and North Africa	23602	Wendy Hull	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Somalia
344	2012-05-07 00:00:00.000	SUPA101	79	Retail	Unknown	23605	Noble Diaz	SUPA101	Super Soft - Product Sample	0.3	0	Unknown
345	2012-04-19 00:00:00.000	SUPA105	17	Retail	Unknown	23606	Emily Hogan	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Unknown
347	2012-04-13 00:00:00.000	SUPA101	116	Direct	Sub-Saharan Africa	23608	Ainsley Chan	SUPA101	Super Soft - Product Sample	0.3	0	Zimbabwe
348	2012-05-01 00:00:00.000	PURA250	131	Direct	Asia	23609	Charlotte Mcdonald	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	China
349	2012-04-25 00:00:00.000	SUPA103	144	Retail	Middle East and North Africa	23610	Thane Hood	SUPA103	Super Soft - 500ml	3.5	6.99	Saudi Arabia
350	2012-05-28 00:00:00.000	PURA200	102	Online	Sub-Saharan Africa	23611	Curran Kane	PURA200	Pure Soft Detergent - 200ml	2	3.99	Eritrea
352	2012-05-23 00:00:00.000	SUPA101	191	Direct	Middle East and North Africa	23613	Zeus Barr	SUPA101	Super Soft - Product Sample	0.3	0	Lebanon
353	2012-04-02 00:00:00.000	PURA100	172	Online	Unknown	23614	Shay Larson	PURA100	Pure Soft Detergent - 100ml	1.5	3	Unknown
354	2012-05-05 00:00:00.000	PURA250	27	Online	Sub-Saharan Africa	23615	Mannix Le	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Swaziland
355	2012-04-30 00:00:00.000	SUPA104	36	Direct	Sub-Saharan Africa	23616	Grant Gilbert	SUPA104	Super Soft - 1 Litre	5	9.99	Nigeria
356	2012-04-05 00:00:00.000	SUPA104	191	Retail	Unknown	23617	Noelle Rasmussen	SUPA104	Super Soft - 1 Litre	5	9.99	Unknown
358	2012-04-01 00:00:00.000	SUPA104	61	Online	Europe	23619	Flynn Robinson	SUPA104	Super Soft - 1 Litre	5	9.99	Denmark
359	2012-04-19 00:00:00.000	PURA200	197	Direct	Europe	23620	Bradley Fowler	PURA200	Pure Soft Detergent - 200ml	2	3.99	Denmark
360	2012-05-06 00:00:00.000	PURA500	34	Retail	Europe	23621	Indigo Mullins	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Poland
361	2012-05-06 00:00:00.000	SUPA102	37	Retail	Australia and Oceania	23622	Fulton Francis	SUPA102	Super Soft - 250ml	2.5	4.5	Kiribati
362	2012-04-04 00:00:00.000	PURA200	181	Online	Unknown	23623	Joel Gallegos	PURA200	Pure Soft Detergent - 200ml	2	3.99	Unknown
363	2012-05-10 00:00:00.000	SUPA103	1	Retail	North America	23624	Briar Kennedy	SUPA103	Super Soft - 500ml	3.5	6.99	Canada
365	2012-04-08 00:00:00.000	SUPA104	17	Online	Unknown	23626	Robert Snow	SUPA104	Super Soft - 1 Litre	5	9.99	Unknown
366	2012-04-06 00:00:00.000	PURA100	141	Online	Australia and Oceania	23627	Armando Pruitt	PURA100	Pure Soft Detergent - 100ml	1.5	3	Tonga
367	2012-05-07 00:00:00.000	PURA500	169	Online	Europe	23628	Erich Little	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Macedonia
368	2012-05-15 00:00:00.000	SUPA104	79	Direct	Sub-Saharan Africa	23629	Serina Hall	SUPA104	Super Soft - 1 Litre	5	9.99	Mali
369	2012-05-14 00:00:00.000	PURA200	55	Direct	Middle East and North Africa	23630	Hunter Kirkland	PURA200	Pure Soft Detergent - 200ml	2	3.99	Tunisia 
371	2012-04-20 00:00:00.000	PURA100	75	Online	Australia and Oceania	23632	Sophia Palmer	PURA100	Pure Soft Detergent - 100ml	1.5	3	Solomon Islands
372	2012-05-11 00:00:00.000	SUPA103	58	Online	Australia and Oceania	23633	Azalia Ramos	SUPA103	Super Soft - 500ml	3.5	6.99	Palau
373	2012-04-23 00:00:00.000	SUPA102	60	Retail	Unknown	23634	Hedley Lott	SUPA102	Super Soft - 250ml	2.5	4.5	Unknown
374	2012-05-13 00:00:00.000	SUPA101	115	Online	Unknown	23635	Amela Fowler	SUPA101	Super Soft - Product Sample	0.3	0	Unknown
375	2012-04-30 00:00:00.000	PURA100	108	Retail	Europe	23636	Carol Mckenzie	PURA100	Pure Soft Detergent - 100ml	1.5	3	Belarus
376	2012-05-11 00:00:00.000	SUPA101	63	Retail	Australia and Oceania	23637	Penelope Baker	SUPA101	Super Soft - Product Sample	0.3	0	Solomon Islands
381	2012-05-02 00:00:00.000	PURA250	152	Online	Asia	23642	Hilda Noble	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Tajikistan
382	2012-04-19 00:00:00.000	PURA100	11	Online	Europe	23643	Naida Wilkerson	PURA100	Pure Soft Detergent - 100ml	1.5	3	Macedonia
383	2012-04-14 00:00:00.000	PURA100	158	Retail	Unknown	23644	Sandra Whitfield	PURA100	Pure Soft Detergent - 100ml	1.5	3	Unknown
384	2012-05-24 00:00:00.000	SUPA104	1	Online	Europe	23645	Lucius James	SUPA104	Super Soft - 1 Litre	5	9.99	Portugal
386	2012-04-30 00:00:00.000	PURA200	148	Online	Europe	23647	Walker Sweeney	PURA200	Pure Soft Detergent - 200ml	2	3.99	Belgium
387	2012-05-11 00:00:00.000	SUPA104	153	Retail	Europe	23648	Bree Hammond	SUPA104	Super Soft - 1 Litre	5	9.99	Bosnia and Herzegovina
388	2012-04-23 00:00:00.000	SUPA103	125	Retail	Sub-Saharan Africa	23649	Tyler Gordon	SUPA103	Super Soft - 500ml	3.5	6.99	Namibia
389	2012-04-23 00:00:00.000	SUPA101	162	Online	Unknown	23650	Ursa Strickland	SUPA101	Super Soft - Product Sample	0.3	0	Unknown
391	2012-04-02 00:00:00.000	SUPA101	191	Retail	Unknown	23652	Amela Summers	SUPA101	Super Soft - Product Sample	0.3	0	Unknown
392	2012-05-17 00:00:00.000	PURA250	165	Direct	Central America and the Caribbean	23653	Kaye Rocha	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Panama
393	2012-04-11 00:00:00.000	PURA100	128	Direct	Unknown	23654	Brian Clarke	PURA100	Pure Soft Detergent - 100ml	1.5	3	Unknown
394	2012-05-23 00:00:00.000	PURA200	146	Online	Unknown	23655	Dawn Carey	PURA200	Pure Soft Detergent - 200ml	2	3.99	Unknown
395	2012-05-18 00:00:00.000	SUPA105	206	Online	Europe	23656	Audrey Chase	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Switzerland
396	2012-04-02 00:00:00.000	PURA250	196	Retail	Europe	23657	Aimee James	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Bosnia and Herzegovina
397	2012-05-15 00:00:00.000	SUPA102	88	Online	Central America and the Caribbean	23658	Raymond Noel	SUPA102	Super Soft - 250ml	2.5	4.5	Belize
398	2012-04-06 00:00:00.000	PURA500	209	Online	Unknown	23659	Judah Erickson	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Unknown
399	2012-05-08 00:00:00.000	PURA500	189	Retail	Unknown	23660	Quemby Romero	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Unknown
400	2012-03-24 00:00:00.000	PURA100	77	Online	Sub-Saharan Africa	23661	Shaine Lambert	PURA100	Pure Soft Detergent - 100ml	1.5	3	Rwanda
401	2012-01-24 00:00:00.000	SUPA104	163	Online	Sub-Saharan Africa	23662	Deirdre Ford	SUPA104	Super Soft - 1 Litre	5	9.99	Benin
402	2012-03-18 00:00:00.000	PURA100	99	Retail	Unknown	23663	Maris Shepherd	PURA100	Pure Soft Detergent - 100ml	1.5	3	Unknown
403	2012-01-17 00:00:00.000	SUPA101	180	Retail	Australia and Oceania	23664	Sybil Barker	SUPA101	Super Soft - Product Sample	0.3	0	Samoa 
404	2012-03-08 00:00:00.000	SUPA101	106	Online	Central America and the Caribbean	23665	Breanna Sweeney	SUPA101	Super Soft - Product Sample	0.3	0	Panama
405	2012-02-25 00:00:00.000	SUPA105	165	Online	Asia	23666	Blair Horne	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Maldives
406	2012-03-23 00:00:00.000	PURA100	12	Retail	Europe	23667	Evelyn Cherry	PURA100	Pure Soft Detergent - 100ml	1.5	3	Norway
407	2012-01-03 00:00:00.000	PURA200	37	Retail	Unknown	23668	Jermaine Mcneil	PURA200	Pure Soft Detergent - 200ml	2	3.99	Unknown
408	2012-03-26 00:00:00.000	PURA200	28	Online	North America	23669	Melissa Roberts	PURA200	Pure Soft Detergent - 200ml	2	3.99	Greenland
409	2012-02-19 00:00:00.000	PURA500	18	Online	Sub-Saharan Africa	23670	Davis Kennedy	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Rwanda
410	2012-03-18 00:00:00.000	SUPA104	99	Retail	Unknown	23671	Hadassah Hodge	SUPA104	Super Soft - 1 Litre	5	9.99	Unknown
411	2012-01-10 00:00:00.000	SUPA102	132	Online	Australia and Oceania	23672	Callie Cervantes	SUPA102	Super Soft - 250ml	2.5	4.5	Vanuatu
412	2012-02-08 00:00:00.000	PURA100	95	Retail	Unknown	23673	Ifeoma Crane	PURA100	Pure Soft Detergent - 100ml	1.5	3	Unknown
413	2012-03-06 00:00:00.000	SUPA102	120	Online	Sub-Saharan Africa	23674	Dara Burch	SUPA102	Super Soft - 250ml	2.5	4.5	Namibia
414	2012-02-20 00:00:00.000	SUPA105	36	Online	Sub-Saharan Africa	23675	Brielle Mcdaniel	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Sao Tome and Principe
415	2012-01-18 00:00:00.000	PURA200	86	Retail	Unknown	23676	Ralph Carroll	PURA200	Pure Soft Detergent - 200ml	2	3.99	Unknown
416	2012-01-08 00:00:00.000	PURA250	149	Retail	Sub-Saharan Africa	23677	Destiny Fisher	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Zambia
417	2012-01-14 00:00:00.000	PURA250	7	Online	Sub-Saharan Africa	23678	Georgia Good	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Swaziland
420	2012-02-17 00:00:00.000	SUPA101	24	Online	Australia and Oceania	23681	Bruno Durham	SUPA101	Super Soft - Product Sample	0.3	0	Fiji
421	2012-01-16 00:00:00.000	PURA100	200	Retail	Unknown	23682	Yuri Rice	PURA100	Pure Soft Detergent - 100ml	1.5	3	Unknown
422	2012-01-11 00:00:00.000	PURA250	160	Online	Sub-Saharan Africa	23683	Harding Blackwell	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Comoros
423	2012-03-29 00:00:00.000	PURA500	103	Retail	Unknown	23684	Kieran Charles	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Unknown
424	2012-01-31 00:00:00.000	SUPA101	61	Retail	Sub-Saharan Africa	23685	Jennifer Harrington	SUPA101	Super Soft - Product Sample	0.3	0	Mauritania
426	2012-01-27 00:00:00.000	SUPA103	197	Retail	Unknown	23687	Leroy Valdez	SUPA103	Super Soft - 500ml	3.5	6.99	Unknown
428	2012-02-20 00:00:00.000	SUPA102	181	Online	Middle East and North Africa	23689	Phillip Schneider	SUPA102	Super Soft - 250ml	2.5	4.5	Oman
429	2012-01-26 00:00:00.000	SUPA105	91	Retail	Asia	23690	Rooney Wolfe	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Singapore
431	2012-01-19 00:00:00.000	PURA100	207	Retail	Europe	23692	Yuri Huber	PURA100	Pure Soft Detergent - 100ml	1.5	3	Cyprus
432	2012-01-15 00:00:00.000	PURA100	132	Retail	Central America and the Caribbean	23693	Yvonne Shepard	PURA100	Pure Soft Detergent - 100ml	1.5	3	Trinidad and Tobago
433	2012-02-13 00:00:00.000	SUPA102	25	Online	Middle East and North Africa	23694	Sybill Rivers	SUPA102	Super Soft - 250ml	2.5	4.5	Bahrain
434	2012-01-24 00:00:00.000	PURA100	152	Online	Asia	23695	Acton Ratliff	PURA100	Pure Soft Detergent - 100ml	1.5	3	Uzbekistan
436	2012-01-19 00:00:00.000	PURA250	84	Retail	Australia and Oceania	23697	Joelle Kidd	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	New Zealand
437	2012-02-25 00:00:00.000	SUPA105	86	Retail	Middle East and North Africa	23698	Uta Rodgers	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Egypt
438	2012-01-11 00:00:00.000	SUPA102	183	Online	Central America and the Caribbean	23699	Graham Paul	SUPA102	Super Soft - 250ml	2.5	4.5	Trinidad and Tobago
440	2012-02-15 00:00:00.000	PURA200	165	Online	Unknown	23701	Pamela Paul	PURA200	Pure Soft Detergent - 200ml	2	3.99	Unknown
441	2012-02-06 00:00:00.000	PURA200	27	Online	Unknown	23702	Yvonne Mcguire	PURA200	Pure Soft Detergent - 200ml	2	3.99	Unknown
443	2012-03-22 00:00:00.000	SUPA101	22	Online	Sub-Saharan Africa	23704	Shelly Johnston	SUPA101	Super Soft - Product Sample	0.3	0	Mauritius 
444	2012-02-12 00:00:00.000	PURA250	155	Retail	Unknown	23705	Jameson Sawyer	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Unknown
446	2012-01-14 00:00:00.000	SUPA102	202	Direct	Central America and the Caribbean	23707	Georgia Ford	SUPA102	Super Soft - 250ml	2.5	4.5	Saint Lucia
447	2012-02-08 00:00:00.000	SUPA102	126	Online	Middle East and North Africa	23708	Kevin Dejesus	SUPA102	Super Soft - 250ml	2.5	4.5	Algeria
448	2012-03-06 00:00:00.000	SUPA105	164	Online	Unknown	23709	Ina Chang	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Unknown
449	2012-02-28 00:00:00.000	PURA250	9	Online	Europe	23710	Alexa Byrd	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Albania
450	2012-01-13 00:00:00.000	SUPA101	42	Online	Sub-Saharan Africa	23711	Vance Middleton	SUPA101	Super Soft - Product Sample	0.3	0	Comoros
453	2012-02-25 00:00:00.000	SUPA104	184	Online	Unknown	23714	Shea Valenzuela	SUPA104	Super Soft - 1 Litre	5	9.99	Unknown
454	2012-03-05 00:00:00.000	SUPA102	119	Retail	Sub-Saharan Africa	23715	Ignacia Cantu	SUPA102	Super Soft - 250ml	2.5	4.5	Zimbabwe
455	2012-02-20 00:00:00.000	SUPA102	49	Online	Middle East and North Africa	23716	Xanthus Holden	SUPA102	Super Soft - 250ml	2.5	4.5	Kuwait
456	2012-01-29 00:00:00.000	SUPA104	93	Retail	Sub-Saharan Africa	23717	Hayden Fulton	SUPA104	Super Soft - 1 Litre	5	9.99	Guinea-Bissau
457	2012-01-21 00:00:00.000	SUPA102	187	Direct	Unknown	23718	Shana Rich	SUPA102	Super Soft - 250ml	2.5	4.5	Unknown
458	2012-03-17 00:00:00.000	SUPA105	183	Direct	Unknown	23719	Hall Callahan	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Unknown
459	2012-03-21 00:00:00.000	PURA100	58	Retail	Unknown	23720	Akeem Madden	PURA100	Pure Soft Detergent - 100ml	1.5	3	Unknown
460	2012-02-21 00:00:00.000	PURA250	194	Online	Europe	23721	Montana Vincent	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Iceland
463	2012-02-25 00:00:00.000	PURA500	33	Retail	Sub-Saharan Africa	23724	Stella Strickland	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Swaziland
